sku,categories,name,url_key,description,short_description,product_type,additional_attributes,weight,product_websites,store_view_code,product_online,visibility,qty,is_in_stock,attribute_set_code,price,special_price,special_from_date,special_to_date,tax_class_name,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,additional_image_labels,hide_from_product_page,configurable_variations,display_product_options_in
VT03-MT-S,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Mint,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-mt-main.jpg,Main,/v/t/vt03-mt-main.jpg,Main,/v/t/vt03-mt-main.jpg,Main,,,,,Block after Info Column
VT03-MT-M,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Mint,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-mt-main.jpg,Main,/v/t/vt03-mt-main.jpg,Main,/v/t/vt03-mt-main.jpg,Main,,,,,Block after Info Column
VT03-MT-L,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Mint,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-mt-main.jpg,Main,/v/t/vt03-mt-main.jpg,Main,/v/t/vt03-mt-main.jpg,Main,,,,,Block after Info Column
VT03-LY-XS,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,,,,,Block after Info Column
VT03-LY-S,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,,,,,Block after Info Column
VT03-LY-M,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,,,,,Block after Info Column
VT03-LY-L,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lily,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,/v/t/vt03-ly-main.jpg,Main,,,,,Block after Info Column
VT03-LL-XS,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,,,,,Block after Info Column
VT03-LL-S,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,,,,,Block after Info Column
VT03-LL-M,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,,,,,Block after Info Column
VT03-LL-L,Venia Catalog/Tops/Blouses & Shirts,Susanna Draped Tank,Susanna-Draped-Tank,"<p>The Susana Draped Tank is made of heathered jersey material and flaunts a draped, wrapover front. This sleeveless top doesn't sacrifice comfort for style. Yes, you can have it all. </p><p>Features:</p><ul><li>V-neck</li><li>Sleeveless</li><li>Hits at the waist</li><li>Wrapover front</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=Sleeveless|V-neck,has_video=No,fashion_material=Cotton|Spandex,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,98,,,,Taxable Goods,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,/v/t/vt03-ll-main.jpg,Main,,,,,Block after Info Column
VT02-RN-XS,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,,,,,Block after Info Column
VT02-RN-S,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,,,,,Block after Info Column
VT02-RN-M,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,,,,,Block after Info Column
VT02-RN-L,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,/v/t/vt02-rn-main.jpg,Main,,,,,Block after Info Column
VT02-PE-XS,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Peach,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,,,,,Block after Info Column
VT02-PE-S,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Peach,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,,,,,Block after Info Column
VT02-PE-M,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Peach,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,,,,,Block after Info Column
VT02-PE-L,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Peach,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,/v/t/vt02-pe-main.jpg,Main,,,,,Block after Info Column
VT02-LL-XS,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lilac,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,,,,,Block after Info Column
VT02-LL-S,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lilac,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,,,,,Block after Info Column
VT02-LL-M,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,,,,,Block after Info Column
VT02-LL-L,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,/v/t/vt02-ll-main.jpg,Main,,,,,Block after Info Column
VT02-KH-XS,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,,,,,Block after Info Column
VT02-KH-S,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,,,,,Block after Info Column
VT02-KH-M,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,,,,,Block after Info Column
VT02-KH-L,Venia Catalog/Tops/Blouses & Shirts,Chloe Silk Shell,Chloe-Silk-Shell,"<p>The Chloe Shell is stunning on its own or as a layering piece. Made with soft, silk blend fabric, this top is flattering on every body type. The cap sleeves and detailed stitching offer just the right amount of femininity.  </p><p>Features:</p><ul><li>Scoop neck</li><li>Capped sleeve</li><li>Hits below the waist</li><li>Stitching detail</li><li>Dry clean only </li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Khaki,fashion_style=Short Sleeve|Scoopneck,has_video=No,fashion_material=Silk|Rayon,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,68,,,,Taxable Goods,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,/v/t/vt02-kh-main.jpg,Main,,,,,Block after Info Column
VT01-RN-XS,Venia Catalog/Tops/Blouses & Shirts,Penelope Peasant Blouse,Penelope-Peasant-Blouse,"<p>The Penelope Peasant Blouse will quickly become one of the most versatile pieces of your wardrobe. The classic sheer gauze material is a nod to this timeless style. Accessorize and make it your own.</p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Hits below the waist</li><li>Keyhole detail</li><li>Machine, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Organic Cotton,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,88,,,,Taxable Goods,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,,,,,Block after Info Column
VT01-RN-S,Venia Catalog/Tops/Blouses & Shirts,Penelope Peasant Blouse,Penelope-Peasant-Blouse,"<p>The Penelope Peasant Blouse will quickly become one of the most versatile pieces of your wardrobe. The classic sheer gauze material is a nod to this timeless style. Accessorize and make it your own.</p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Hits below the waist</li><li>Keyhole detail</li><li>Machine, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Organic Cotton,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,88,,,,Taxable Goods,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,,,,,Block after Info Column
VT01-RN-M,Venia Catalog/Tops/Blouses & Shirts,Penelope Peasant Blouse,Penelope-Peasant-Blouse,"<p>The Penelope Peasant Blouse will quickly become one of the most versatile pieces of your wardrobe. The classic sheer gauze material is a nod to this timeless style. Accessorize and make it your own.</p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Hits below the waist</li><li>Keyhole detail</li><li>Machine, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Organic Cotton,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,88,,,,Taxable Goods,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,,,,,Block after Info Column
VT01-RN-L,Venia Catalog/Tops/Blouses & Shirts,Penelope Peasant Blouse,Penelope-Peasant-Blouse,"<p>The Penelope Peasant Blouse will quickly become one of the most versatile pieces of your wardrobe. The classic sheer gauze material is a nod to this timeless style. Accessorize and make it your own.</p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Hits below the waist</li><li>Keyhole detail</li><li>Machine, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Organic Cotton,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,88,,,,Taxable Goods,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,/v/t/vt01-rn-main.jpg,Main,,,,,Block after Info Column
VT01-PE-XS,Venia Catalog/Tops/Blouses & Shirts,Penelope Peasant Blouse,Penelope-Peasant-Blouse,"<p>The Penelope Peasant Blouse will quickly become one of the most versatile pieces of your wardrobe. The classic sheer gauze material is a nod to this timeless style. Accessorize and make it your own.</p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Hits below the waist</li><li>Keyhole detail</li><li>Machine, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Peach,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Organic Cotton,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Fashion Tops,88,,,,Taxable Goods,/v/t/vt01-pe-main.jpg,Main,/v/t/vt01-pe-main.jpg,Main,/v/t/vt01-pe-main.jpg,Main,,,,,Block after Info Column
